PL VL1 VL2 VL3
8 2.19659338E11 1.4342595E7 7.7424912E7
8 3.09710048E8 30585.6 128068.2
8 1.13064448E10 1110240.0 3847200.0
8 531606.4 612.9 2033.1
8 Nan 1.23335369E11 3.16932362E10
8 2.245213E7 8.5036304E7 3.39324384E8
8 5.5641202E12 5.9319693E8 1.94236416E9
8 1.336176E7 7040845.0 1.51546202E9
8 3.07593472E8 1.08216883E9 4.5764316E9
8 4.72359808E8 347660.1 1267366.5
8 Nan Nan Nan
8 2373412.5 2077.5 5001.6
8 3045250.8 9280.0 75830.7
8 175360.0 364.5 1643.4
8 6.441534E16 1.74663074E12 8.3087532E12
8 4.4061282E10 9904315.0 3.8519848E7
8 65700.0 2530.0 3803.2
8 2.67625379E12 1.62734822E9 2.93365248E9
8 3.23858366E11 2.4464564E7 1.69374192E8
8 2.0220887E11 7.0890528E7 3.71942784E8
8 2.03329966E10 3585082.0 1.1897795E7
8 5.6300372E11 4.6143612E7 4.4285152E8
8 Nan Nan Nan
8 22976.1 14.7 44.1
8 8055.0 18.3 57.6
9 2.70573076E11 5.7955712E8 3.7797161E9
9 8.3615661E8 217048.7 847814.4
9 6.1963035E10 2.0891488E8 4.98708E8
9 658560.0 2987.5 4916.8
9 8.4314374E10 2.18533184E8 6.7315648E8
9 2.82493846E11 6.4987949E11 2.85273673E12
9 4.9652387E11 3.0115842E10 3.8721151E10
9 1.6110218E7 6849101.0 2.26402714E9
9 8.323943E8 1.97795994E9 7.8909742E9
9 8.1878515E8 2683788.8 1.1016768E7
9 4883717.0 21150.0 41075.2
9 2207924.5 3913.2 16725.6
9 1.53269581E9 5835488.0 5.0966048E7
9 1.0666469E7 37687.0 116596.8
9 7.3342245E16 9.4802731E12 4.9294307E12
9 8.782422E10 2.581344E8 6.7711699E8
9 5.3767448E7 129562.9 743297.9
9 3.46780756E12 7.6230543E9 3.95606502E9
9 1.06029107E10 2.07025872E8 7.0003046E8
9 2.85665741E9 1.4211856E8 6.512864E8
9 5.6718208E9 2.0234546E7 6.1893E7
9 1.83806067E11 4.86957088E8 3.42719488E8
9 38934.4 362.7 1620.9
9 5.7282988E7 172210.5 867571.2
9 3.7554972E7 76518.4 427893.3
10 1.7156314E13 1.05487802E11 3.80451029E11
10 1.46794128E8 259660.8 764140.5
10 6.0292674E10 4.63987769E11 3.76849957E11
10 1.05949128E8 409858.8 1257833.2
10 Nan Nan Nan
10 7.3678705E9 1.43820554E11 1.60365583E12
10 6.3889572E11 6.8350961E11 1.32499099E12
10 1.51286464E8 1.01650445E9 5.82257E9
10 8.1741138E9 3.08901519E10 1.08923978E11
10 3.160209E10 4.3597435E9 2.82592829E10
10 Nan Nan Nan
10 6.427992E7 127396.8 827833.6
10 9.4752532E9 5.033868E7 4.29064E8
10 Nan Nan Nan
10 6.3554317E12 5.0229551E10 1.25800407E11
10 2.47555351E13 2.90266326E13 1.13743225E14
10 3.29255501E9 1.6731084E7 1.1121328E8
10 4.18889368E14 8.8898642E9 2.84673208E10
10 4.7521846E13 1.08668198E9 5.376427E9
10 7.0565096E12 2.32789504E8 9.306324E7
10 6.2079013E10 2.30699792E8 1.27230656E9
10 5.5274072E11 1.11050714E9 3.55406387E9
10 Nan Nan Nan
10 3.07793536E9 2.78074784E8 2.63500621E9
10 2.15200514E11 2.09427904E9 1.18440694E10
11 2.55266632E10 4.5958884E7 2.46552704E8
11 1.5658234E7 83521.0 163287.6
11 5.805974E9 5264699.0 1.7796438E7
11 772374.4 4870.8 132545.0
11 9.0349437E10 2.81798799E10 5.4501433E10
11 8.7183155E10 2.27243573E11 3.40526989E11
11 2.02836974E12 4.2565417E9 8.2123208E9
11 9558746.0 4547235.5 1.56792077E9
11 2.14734502E9 1.02000814E10 2.44721705E10
11 1.61115044E10 1.40748608E8 4.44642496E8
11 1729334.4 3758.4 9435.0
11 2337652.8 5772.2 9547.5
11 3.54878438E9 2.389024E7 8.1001032E7
11 2.8828742E7 197452.8 387212.4
11 2.13070281E15 5.4186058E13 2.39427256E12
11 7.9099445E10 8.9070336E7 2.35360976E8
11 487780.0 806.4 7815.0
11 1.08296713E12 2.81881626E9 2.50602624E9
11 2.72295895E10 6.0231312E7 2.27623792E8
11 9.5851069E9 3.0839826E7 1.15118072E8
11 7.6872637E9 3.1430464E7 5.5591476E7
11 6.8288309E11 5.13999296E8 2.79081114E9
11 27959.4 16.7 190.0
11 2.5673004E7 92544.0 26386.5
11 1.39324083E9 3633816.0 81941.2
12 2372198.5 79735.1 337996.8
12 2.72259968E9 3.1531754E7 1.01458472E8
12 1.89702368E8 1382691.2 3213787.5
12 500172.3 670.5 174.8
12 6.2087948E11 2242.5 1.98320062E12
12 2.4160172E7 3.2574758E7 9.09668E7
12 3.6441768E10 1.2908512E7 3.277412E7
12 8982047.0 3385603.8 9.8063552E8
12 487648.0 1183670.4 3070530.0
12 8.9369856E8 1.9297772E7 3.236031E7
12 Nan Nan Nan
12 Nan Nan Nan
12 1752112.4 3817080.0 8223061.5
12 2.0 7865.6 34182.4
12 3.16329738E10 2.30006512E8 8.9870029E8
12 2.7894897E11 5.8105522E11 2.47038657E11
12 19360.0 386433.6 614389.6
12 5.0927976E10 6.6584572E7 7.5419408E7
12 6.5186266E8 2857415.0 6790349.0
12 2.80354202E9 1.5434588E7 2.9094296E7
12 3.02180608E8 850227.2 1992806.4
12 2.63742894E10 1.7279E7 5.7828564E7
12 25680.0 87.2 67.6
12 13543.2 24.0 173.6
12 14256.0 25.3 490.4
13 1150001.6 12595.5 94075.2
13 1.36199537E10 1.26739232E8 2.94622176E8
13 114905.0 588.6 885.6
13 739743.6 2565.0 4728.0
13 4.6906097E9 43635.8 68520.0
13 1.34439795E9 2.7516928E7 8.0606488E7
13 8809700.0 288449.2 652383.6
13 7.7680797E11 4.5527383E13 1.33494018E14
13 3.34944666E12 9.8135521E9 2.3515904E10
13 3.42255565E9 1.9429322E7 4.500522E7
13 4.26760422E9 13770.0 26626.6
13 5.029376E9 14539.5 26954.9
13 1.35626949E12 5.92695E7 2.5049344E8
13 1.15464806E13 3.755518E7 1.22702416E8
13 7.7562794E14 5.4166479E13 1.03539448E14
13 2.63207969E13 5.5404423E11 5.8787548E11
13 1.25218068E10 7650562.5 1.50474208E8
13 9.1014425E12 2.26735686E11 4.24989852E11
13 6.4777303E9 7.5979008E7 1.4387784E8
13 2.23879315E11 1.81904832E9 5.2022436E9
13 4.60451873E11 5.9299046E9 1.2135082E10
13 3.50065562E9 8.6563856E7 1.5657352E8
13 Nan Nan Nan
13 9053568.0 29980.8 78662.1
13 6.3758624E8 2991430.5 7644750.0
14 5.9669997E8 1.1094054E7 1.0372442E7
14 3890971.8 2155.0 2696.0
14 322.5 21.0 1456.2
14 706657.5 2492.5 4246.4
